,,P23,P24,P33,P34,P35,P36,Baro,T1,T2,T3
6/23/2018,11:03:20 AM,28.692,28.955,24.225,20.228,29.526,28.562,28.548,31.686,31.736,31.377
6/23/2018,11:20:00 AM,28.682,28.978,24.15,20.106,29.526,28.555,28.55,32.243,32.298,31.898
6/23/2018,11:36:40 AM,28.705,28.95,24.082,19.985,29.494,28.533,28.563,32.617,32.644,32.308
6/23/2018,11:53:20 AM,28.683,28.986,24.001,19.871,29.515,28.536,28.564,32.596,32.62,32.324
6/23/2018,12:10:00 PM,28.673,28.973,23.934,19.75,29.524,28.524,28.565,32.569,32.592,32.296
6/23/2018,12:26:40 PM,28.664,28.988,23.85,19.645,29.491,28.506,28.564,32.672,32.667,32.417
6/23/2018,12:43:20 PM,28.655,28.957,23.771,19.497,29.507,28.47,28.568,32.981,33.002,32.768
6/23/2018,1:00:00 PM,28.64,28.948,23.721,19.407,29.506,28.467,28.575,33.06,33.072,32.862
6/23/2018,1:16:40 PM,28.642,28.969,23.632,19.25,29.507,28.458,28.577,33.124,33.133,32.924
6/23/2018,1:33:20 PM,28.582,28.885,23.501,19.165,29.488,28.423,28.577,33.009,33.058,33.073
6/23/2018,1:50:00 PM,28.546,28.839,23.389,18.986,29.437,28.34,28.564,32.213,32.238,32.175
6/23/2018,2:06:40 PM,28.488,28.764,23.309,18.861,29.371,28.298,28.564,31.341,31.396,31.108
6/23/2018,2:23:20 PM,28.453,28.74,23.16,18.691,29.333,28.268,28.55,30.955,30.989,30.673
6/23/2018,2:40:00 PM,28.44,28.723,23.078,18.608,29.309,28.234,28.555,30.897,30.956,30.645
6/23/2018,2:56:40 PM,28.412,28.702,22.992,18.481,29.306,28.225,28.555,30.875,30.893,30.529
6/23/2018,3:13:20 PM,28.394,28.685,22.91,18.333,29.268,28.183,28.556,30.818,30.889,30.559
6/23/2018,3:30:00 PM,28.366,28.666,22.82,18.238,29.266,28.146,28.555,30.761,30.83,30.577
6/23/2018,3:46:40 PM,28.332,28.611,22.749,18.088,29.235,28.121,28.556,30.589,30.685,30.395
6/23/2018,4:03:20 PM,28.266,28.575,22.633,17.968,29.197,28.09,28.555,30.539,30.623,30.294
6/23/2018,4:20:00 PM,28.309,28.555,22.557,17.843,29.189,28.064,28.556,30.6,30.715,30.338
6/23/2018,4:36:40 PM,28.274,28.551,22.449,17.744,29.168,28.025,28.556,30.552,30.64,30.259
6/23/2018,4:53:20 PM,28.251,28.544,22.38,17.63,29.173,28.008,28.544,30.624,30.67,30.283
6/23/2018,5:10:00 PM,28.238,28.532,22.311,17.53,29.174,28.017,28.539,30.596,30.677,30.327
6/23/2018,5:26:40 PM,28.245,28.534,22.261,17.445,29.162,27.994,28.548,30.686,30.774,30.476
6/23/2018,5:43:20 PM,28.219,28.505,22.166,17.328,29.148,27.972,28.548,30.771,30.849,30.553
6/23/2018,6:00:00 PM,28.208,28.497,22.077,17.206,29.123,27.958,28.548,30.509,30.592,30.349
6/23/2018,6:16:40 PM,28.185,28.464,21.978,17.101,29.137,27.921,28.549,30.559,30.703,30.394
6/23/2018,6:33:20 PM,28.131,28.433,21.92,16.977,29.116,27.896,28.537,30.359,30.477,30.164
6/23/2018,6:50:00 PM,28.133,28.415,21.839,16.843,29.087,27.86,28.535,30.352,30.464,30.195
6/23/2018,7:06:40 PM,28.105,28.361,21.743,16.762,29.069,27.838,28.537,30.229,30.355,30.062
6/23/2018,7:23:20 PM,28.088,28.365,21.639,16.654,29.051,27.799,28.555,30.346,30.484,30.101
6/23/2018,7:40:00 PM,28.062,28.345,21.572,16.532,29.026,27.807,28.55,30.333,30.49,30.29
6/23/2018,7:56:40 PM,28.045,28.312,21.487,16.4,28.994,27.775,28.548,30.185,30.266,29.992
6/23/2018,8:13:20 PM,27.987,28.256,21.401,16.326,28.974,27.715,28.544,30.143,30.302,30.025
6/23/2018,8:30:00 PM,27.97,28.225,21.309,16.187,28.943,27.721,28.54,29.908,30.07,29.752
6/23/2018,8:46:40 PM,27.935,28.21,21.219,16.09,28.92,27.659,28.545,29.919,30.037,29.82
6/23/2018,9:03:20 PM,27.883,28.158,21.107,15.972,28.887,27.634,28.543,29.855,29.989,29.753
6/23/2018,9:20:00 PM,27.875,28.135,21.035,15.878,28.871,27.621,28.545,29.908,30.055,29.834
6/23/2018,9:36:40 PM,27.854,28.112,20.973,15.75,28.857,27.594,28.551,29.773,29.927,29.638
6/23/2018,9:53:20 PM,27.854,28.084,20.865,15.635,28.801,27.574,28.553,29.689,29.846,29.547
6/23/2018,10:10:00 PM,27.799,28.075,20.804,15.525,28.782,27.552,28.539,29.62,29.743,29.502
6/23/2018,10:26:40 PM,27.774,28.026,20.705,15.446,28.763,27.491,28.538,29.597,29.743,29.545
6/23/2018,10:43:20 PM,27.768,27.997,20.601,15.338,28.74,27.455,28.542,29.522,29.661,29.354
6/23/2018,11:00:00 PM,27.734,27.968,20.513,15.231,28.728,27.441,28.544,29.452,29.599,29.378
6/23/2018,11:16:40 PM,27.698,27.959,20.447,15.114,28.683,27.412,28.549,29.336,29.487,29.176
6/23/2018,11:33:20 PM,27.674,27.902,20.383,14.992,28.653,27.368,28.559,29.458,29.58,29.293
6/23/2018,11:50:00 PM,27.646,27.914,20.28,14.898,28.654,27.35,28.565,29.372,29.494,29.056
6/24/2018,12:06:40 AM,27.648,27.936,20.218,14.804,28.666,27.356,28.571,29.683,29.798,29.282
6/24/2018,12:23:20 AM,27.645,27.928,20.179,14.742,28.676,27.353,28.584,29.862,29.969,29.55
6/24/2018,12:40:00 AM,27.712,27.977,20.129,14.683,28.697,27.337,28.58,29.993,30.052,29.698
6/24/2018,12:56:40 AM,27.654,27.925,20.057,14.576,28.687,27.317,28.579,30.058,30.144,29.96
6/24/2018,1:13:20 AM,27.675,27.908,19.973,14.461,28.678,27.288,28.582,29.885,29.964,29.739
6/24/2018,1:30:00 AM,27.646,27.919,19.943,14.364,28.671,27.285,28.585,30.06,30.123,29.775
6/24/2018,1:46:40 AM,27.626,27.925,19.849,14.325,28.687,27.268,28.586,29.978,30.032,29.743
6/24/2018,2:03:20 AM,27.608,27.897,19.794,14.182,28.674,27.256,28.605,30.088,30.166,29.797
6/24/2018,2:20:00 AM,27.558,27.86,19.691,14.125,28.652,27.229,28.61,30.14,30.203,29.789
6/24/2018,2:36:40 AM,27.57,27.884,19.619,14.042,28.634,27.219,28.614,30.147,30.219,29.907
6/24/2018,2:53:20 AM,27.581,27.846,19.577,13.927,28.624,27.216,28.618,30.178,30.26,29.874
6/24/2018,3:10:00 AM,27.531,27.817,19.501,13.803,28.604,27.163,28.605,30.071,30.158,29.757
6/24/2018,3:26:40 AM,27.503,27.804,19.422,13.725,28.582,27.118,28.609,30.099,30.212,29.811
6/24/2018,3:43:20 AM,27.488,27.776,19.35,13.659,28.56,27.112,28.607,30.204,30.243,29.794
6/24/2018,4:00:00 AM,27.503,27.787,19.296,13.58,28.567,27.062,28.607,30.062,30.14,29.794
6/24/2018,4:16:40 AM,27.461,27.764,19.205,13.468,28.554,27.043,28.607,30.234,30.334,29.973
6/24/2018,4:33:20 AM,27.446,27.755,19.122,13.391,28.527,27.059,28.61,30.132,30.218,29.84
6/24/2018,4:50:00 AM,27.436,27.729,19.12,13.307,28.54,27.004,28.609,30.116,30.172,29.803
6/24/2018,5:06:40 AM,27.425,27.725,19.021,13.195,28.517,26.998,28.608,30.076,30.151,29.746
6/24/2018,5:23:20 AM,27.408,27.715,18.949,13.107,28.499,26.985,28.612,30.167,30.226,29.8
6/24/2018,5:40:00 AM,27.384,27.674,18.895,13.03,28.482,26.981,28.615,30.086,30.201,29.758
6/24/2018,5:56:40 AM,27.343,27.645,18.831,12.963,28.473,26.934,28.619,30.059,30.144,29.715
6/24/2018,6:13:20 AM,27.333,27.645,18.744,12.852,28.442,26.922,28.616,30.063,30.14,29.814
6/24/2018,6:30:00 AM,27.338,27.621,18.647,12.781,28.447,26.884,28.619,30.136,30.232,29.81
6/24/2018,6:46:40 AM,27.312,27.625,18.626,12.677,28.436,26.87,28.616,30.014,30.1,29.594
6/24/2018,7:03:20 AM,27.305,27.599,18.545,12.612,28.411,26.835,28.621,29.986,30.066,29.603
6/24/2018,7:20:00 AM,27.271,27.59,18.468,12.499,28.42,26.804,28.622,30.495,30.572,30.124
6/24/2018,7:36:40 AM,27.288,27.589,18.431,12.431,28.421,26.799,28.626,30.917,30.988,30.557
6/24/2018,7:53:20 AM,27.276,27.602,18.377,12.384,28.441,26.821,28.639,31.329,31.399,31.009
6/24/2018,8:10:00 AM,27.296,27.637,18.344,12.322,28.467,26.815,28.636,31.688,31.772,31.44
6/24/2018,8:26:40 AM,27.298,27.685,18.29,12.245,28.463,26.823,28.635,32.165,32.222,31.927
6/24/2018,8:43:20 AM,27.323,27.645,18.227,12.195,28.456,26.821,28.644,32.385,32.431,32.17
6/24/2018,9:00:00 AM,27.3,27.656,18.163,12.128,28.463,26.803,28.646,32.159,32.177,31.953
6/24/2018,9:16:40 AM,27.332,27.643,18.148,12.049,28.482,26.795,28.651,32.385,32.402,32.175
6/24/2018,9:33:20 AM,27.298,27.649,18.077,11.977,28.488,26.779,28.647,32.324,32.342,32.14
6/24/2018,9:50:00 AM,27.3,27.652,18.014,11.89,28.475,26.789,28.659,32.541,32.557,32.354
6/24/2018,10:06:40 AM,27.294,27.656,17.986,11.834,28.494,26.786,28.661,32.673,32.684,32.477
6/24/2018,10:23:20 AM,27.276,27.642,17.918,11.759,28.474,26.787,28.662,32.543,32.554,32.358
6/24/2018,10:40:00 AM,27.267,27.645,17.856,11.687,28.453,26.746,28.667,32.669,32.667,32.475
6/24/2018,10:56:40 AM,27.273,27.619,17.802,11.589,28.477,26.717,28.667,32.691,32.688,32.494
6/24/2018,11:13:20 AM,27.278,27.632,17.75,11.538,28.469,26.727,28.67,32.791,32.8,32.596
6/24/2018,11:30:00 AM,27.227,27.615,17.657,11.469,28.443,26.692,28.673,32.834,32.833,32.646
6/24/2018,11:46:40 AM,27.253,27.599,17.614,11.381,28.453,26.694,28.677,32.838,32.843,32.648
6/24/2018,12:03:20 PM,27.245,27.601,17.588,11.337,28.445,26.672,28.675,32.925,32.9,32.765
6/24/2018,12:20:00 PM,27.168,27.515,17.461,11.231,28.387,26.624,28.68,32.63,32.665,32.665
6/24/2018,12:36:40 PM,27.118,27.454,17.402,11.121,28.32,26.556,28.685,31.406,31.409,31.162
6/24/2018,12:53:20 PM,27.096,27.407,17.327,11.01,28.294,26.519,28.671,30.941,30.975,30.738
6/24/2018,1:10:00 PM,27.029,27.365,17.245,10.922,28.279,26.477,28.671,30.627,30.699,30.453
6/24/2018,1:26:40 PM,26.995,27.279,17.162,10.86,28.223,26.476,28.667,30.274,30.352,30.113
6/24/2018,1:43:20 PM,26.961,27.289,17.082,10.738,28.192,26.414,28.672,30.132,30.212,29.786
6/24/2018,2:00:00 PM,26.96,27.282,17.029,10.664,28.171,26.382,28.668,30.134,30.229,29.831
6/24/2018,2:16:40 PM,26.93,27.252,16.955,10.615,28.146,26.337,28.662,29.929,29.947,29.715
6/24/2018,2:33:20 PM,26.872,27.195,16.869,10.518,28.106,26.316,28.673,29.904,30.002,29.558
6/24/2018,2:50:00 PM,26.91,27.192,16.817,10.414,28.086,26.3,28.676,29.936,30.052,29.702
6/24/2018,3:06:40 PM,26.856,27.178,16.752,10.372,28.079,26.292,28.686,30.06,30.122,29.665
6/24/2018,3:23:20 PM,26.798,27.152,16.684,10.268,28.077,26.249,28.698,29.855,29.981,29.663
6/24/2018,3:40:00 PM,26.806,27.134,16.602,10.19,28.045,26.242,28.702,29.819,29.884,29.498
6/24/2018,3:56:40 PM,26.801,27.129,16.558,10.127,28.032,26.225,28.704,29.972,30.079,29.645
6/24/2018,4:13:20 PM,26.823,27.113,16.501,10.045,28.018,26.214,28.702,29.964,30.032,29.734
6/24/2018,4:30:00 PM,26.794,27.105,16.427,9.987,28.014,26.189,28.703,29.861,29.934,29.622
6/24/2018,4:46:40 PM,26.754,27.062,16.404,9.928,27.992,26.189,28.708,29.864,29.965,29.563
6/24/2018,5:03:20 PM,26.757,27.043,16.323,9.867,27.978,26.17,28.7,29.856,29.92,29.575
6/24/2018,5:20:00 PM,26.756,27.084,16.306,9.789,27.972,26.188,28.695,29.935,30.016,29.723
6/24/2018,5:36:40 PM,26.717,27.04,16.22,9.712,27.99,26.117,28.691,29.673,29.794,29.434
6/24/2018,5:53:20 PM,26.692,27.022,16.164,9.658,27.946,26.08,28.69,29.628,29.699,29.462
6/24/2018,6:10:00 PM,26.693,26.993,16.117,9.578,27.948,26.07,28.689,29.521,29.64,29.348
6/24/2018,6:26:40 PM,26.657,26.945,16.014,9.489,27.911,26.039,28.685,29.433,29.585,29.376
6/24/2018,6:43:20 PM,26.644,26.973,15.972,9.438,27.891,26.054,28.683,29.435,29.572,29.213
6/24/2018,7:00:00 PM,26.62,26.914,15.911,9.36,27.87,26.021,28.682,29.417,29.565,29.283
6/24/2018,7:16:40 PM,26.637,26.904,15.862,9.297,27.86,26,28.688,29.628,29.703,29.407
6/24/2018,7:33:20 PM,26.606,26.874,15.82,9.242,27.859,25.963,28.691,29.477,29.589,29.283
6/24/2018,7:50:00 PM,26.586,26.888,15.744,9.171,27.84,25.987,28.692,29.414,29.533,29.263
6/24/2018,8:06:40 PM,26.584,26.849,15.722,9.109,27.837,25.946,28.696,29.5,29.634,29.326
6/24/2018,8:23:20 PM,26.543,26.827,15.616,9.049,27.821,25.922,28.696,29.429,29.592,29.31
6/24/2018,8:40:00 PM,26.572,26.831,15.569,8.987,27.788,25.887,28.706,29.344,29.511,29.066
6/24/2018,8:56:40 PM,26.534,26.821,15.5,8.926,27.817,25.903,28.722,29.587,29.707,29.448
6/24/2018,9:13:20 PM,26.52,26.793,15.481,8.846,27.798,25.89,28.726,29.608,29.752,29.548
6/24/2018,9:30:00 PM,26.505,26.771,15.421,8.799,27.788,25.879,28.725,29.555,29.699,29.341
6/24/2018,9:46:40 PM,26.459,26.756,15.354,8.734,27.734,25.837,28.729,29.474,29.608,29.35
6/24/2018,10:03:20 PM,26.477,26.753,15.328,8.628,27.723,25.827,28.716,29.567,29.689,29.359
6/24/2018,10:20:00 PM,26.451,26.696,15.254,8.582,27.721,25.798,28.727,29.537,29.688,29.426
6/24/2018,10:36:40 PM,26.425,26.688,15.176,8.542,27.702,25.787,28.725,29.426,29.549,29.221
6/24/2018,10:53:20 PM,26.429,26.677,15.151,8.456,27.701,25.765,28.73,29.383,29.499,29.23
6/24/2018,11:10:00 PM,26.388,26.656,15.077,8.393,27.665,25.715,28.734,29.363,29.573,29.247
6/24/2018,11:26:40 PM,26.377,26.604,15.006,8.332,27.63,25.704,28.745,29.359,29.478,29.218
6/24/2018,11:43:20 PM,26.356,26.549,14.941,8.285,27.616,25.693,28.747,29.389,29.544,29.145
6/25/2018,12:00:00 AM,26.299,26.543,14.898,8.198,27.576,25.657,28.753,29.307,29.454,29.118
6/25/2018,12:16:40 AM,26.314,26.52,14.828,8.13,27.582,25.634,28.757,29.205,29.409,28.918
6/25/2018,12:33:20 AM,26.286,26.498,14.776,8.04,27.535,25.609,28.754,29.246,29.377,28.997
6/25/2018,12:50:00 AM,26.254,26.488,14.723,7.987,27.522,25.571,28.76,29.216,29.363,29.021
6/25/2018,1:06:40 AM,26.264,26.488,14.663,7.943,27.537,25.548,28.779,29.48,29.587,29.061
6/25/2018,1:23:20 AM,26.267,26.533,14.625,7.896,27.557,25.571,28.786,29.658,29.764,29.327
6/25/2018,1:40:00 AM,26.288,26.552,14.59,7.866,27.553,25.575,28.806,29.933,30.029,29.706
6/25/2018,1:56:40 AM,26.278,26.511,14.55,7.793,27.556,25.548,28.811,29.809,29.891,29.458
6/25/2018,2:13:20 AM,26.231,26.517,14.515,7.747,27.53,25.522,28.814,29.846,29.932,29.55
6/25/2018,2:30:00 AM,26.265,26.53,14.437,7.687,27.539,25.502,28.812,29.787,29.839,29.509
6/25/2018,2:46:40 AM,26.232,26.48,14.384,7.625,27.506,25.488,28.814,29.673,29.791,29.422
6/25/2018,3:03:20 AM,26.227,26.458,14.343,7.576,27.475,25.456,28.823,29.791,29.851,29.528
6/25/2018,3:20:00 AM,26.187,26.455,14.282,7.522,27.496,25.466,28.829,29.804,29.874,29.563
6/25/2018,3:36:40 AM,26.166,26.428,14.252,7.449,27.485,25.42,28.828,29.824,29.919,29.458
6/25/2018,3:53:20 AM,26.154,26.416,14.183,7.383,27.465,25.402,28.832,29.618,29.737,29.404
6/25/2018,4:10:00 AM,26.124,26.373,14.128,7.332,27.443,25.363,28.834,29.621,29.658,29.224
6/25/2018,4:26:40 AM,26.096,26.353,14.057,7.258,27.42,25.338,28.839,29.6,29.706,29.216
6/25/2018,4:43:20 AM,26.091,26.327,14.018,7.218,27.427,25.316,28.851,29.591,29.704,29.257
6/25/2018,5:00:00 AM,26.07,26.326,13.958,7.16,27.384,25.306,28.862,29.628,29.733,29.277
6/25/2018,5:16:40 AM,26.069,26.336,13.917,7.116,27.38,25.276,28.857,29.69,29.78,29.36
6/25/2018,5:33:20 AM,26.051,26.325,13.893,7.062,27.398,25.271,28.854,29.788,29.838,29.436
6/25/2018,5:50:00 AM,26.036,26.313,13.842,7.004,27.345,25.263,28.856,30.039,30.1,29.617
6/25/2018,6:06:40 AM,26.03,26.336,13.84,6.971,27.361,25.247,28.853,30.783,30.855,30.406
6/25/2018,6:23:20 AM,26.06,26.35,13.781,6.931,27.409,25.279,28.849,30.982,31.032,30.667
6/25/2018,6:40:00 AM,26.085,26.373,13.772,6.909,27.416,25.264,28.865,31.087,31.154,30.808
6/25/2018,6:56:40 AM,26.105,26.382,13.73,6.848,27.435,25.28,28.867,31.173,31.214,30.915
6/25/2018,7:13:20 AM,26.092,26.428,13.689,6.81,27.43,25.285,28.869,31.452,31.491,31.246
6/25/2018,7:30:00 AM,26.068,26.374,13.658,6.784,27.42,25.276,28.88,31.721,31.731,31.504
6/25/2018,7:46:40 AM,26.084,26.385,13.632,6.74,27.44,25.244,28.882,31.696,31.71,31.507
6/25/2018,8:03:20 AM,26.087,26.369,13.586,6.701,27.431,25.243,28.886,31.842,31.859,31.637
6/25/2018,8:20:00 AM,26.068,26.371,13.551,6.654,27.452,25.233,28.89,31.945,31.952,31.732
6/25/2018,8:36:40 AM,26.071,26.382,13.508,6.604,27.431,25.221,28.898,32.105,32.101,31.883
6/25/2018,8:53:20 AM,26.062,26.368,13.468,6.545,27.426,25.208,28.896,32.229,32.238,32.023
6/25/2018,9:10:00 AM,26.038,26.357,13.41,6.508,27.413,25.206,28.903,32.332,32.343,32.125
6/25/2018,9:26:40 AM,26.063,26.369,13.378,6.478,27.392,25.188,28.923,32.262,32.267,32.031
6/25/2018,9:43:20 AM,26.02,26.344,13.331,6.46,27.407,25.181,28.926,32.27,32.267,32.052
6/25/2018,10:00:00 AM,25.99,26.351,13.291,6.388,27.403,25.141,28.926,32.143,32.155,31.924
6/25/2018,10:16:40 AM,25.997,26.311,13.254,6.336,27.377,25.143,28.923,32.217,32.218,31.998
6/25/2018,10:33:20 AM,25.99,26.321,13.215,6.309,27.392,25.151,28.923,32.19,32.197,31.946
6/25/2018,10:50:00 AM,25.976,26.289,13.201,6.257,27.376,25.112,28.927,32.253,32.269,32.011
6/25/2018,11:06:40 AM,25.98,26.275,13.124,6.213,27.354,25.077,28.944,32.238,32.232,32.002
6/25/2018,11:23:20 AM,25.947,26.3,13.08,6.166,27.337,25.087,28.95,32.331,32.343,32.084
6/25/2018,11:40:00 AM,25.931,26.279,13.049,6.165,27.325,25.068,28.957,32.507,32.511,32.273
6/25/2018,11:56:40 AM,25.92,26.238,12.996,6.08,27.304,25.037,28.959,32.464,32.455,32.226
6/25/2018,12:13:20 PM,25.918,26.222,12.942,6.052,27.301,25.028,28.962,32.587,32.584,32.366
6/25/2018,12:30:00 PM,25.905,26.23,12.926,6.001,27.329,25.015,28.964,32.559,32.556,32.336
6/25/2018,12:46:40 PM,25.914,26.224,12.889,5.969,27.31,25.02,28.966,32.692,32.686,32.481
6/25/2018,1:03:20 PM,25.887,26.22,12.848,5.947,27.323,24.996,28.97,32.747,32.753,32.549
6/25/2018,1:20:00 PM,25.899,26.257,12.8,5.901,27.296,24.994,28.975,32.995,32.983,32.802
6/25/2018,1:36:40 PM,25.903,26.215,12.76,5.876,27.305,25.003,28.992,33.078,33.056,32.959
6/25/2018,1:53:20 PM,25.86,26.149,12.71,5.816,27.264,24.932,28.982,32.639,32.656,32.642
6/25/2018,2:10:00 PM,25.815,26.119,12.653,5.741,27.223,24.907,28.99,31.606,31.624,31.425
6/25/2018,2:26:40 PM,25.77,26.088,12.585,5.722,27.237,24.87,28.995,31.09,31.148,30.855
6/25/2018,2:43:20 PM,25.762,26.06,12.541,5.677,27.175,24.859,28.98,30.933,31.003,30.726
6/25/2018,3:00:00 PM,25.745,26.02,12.503,5.65,27.17,24.853,28.978,30.808,30.91,30.617
6/25/2018,3:16:40 PM,25.715,26.022,12.46,5.591,27.144,24.824,28.98,30.692,30.747,30.416
6/25/2018,3:33:20 PM,25.725,25.975,12.41,5.571,27.162,24.806,28.979,30.676,30.777,30.446
6/25/2018,3:50:00 PM,25.699,25.988,12.359,5.508,27.121,24.773,28.977,30.625,30.73,30.423
